origin,destination,rho
AFG,ASM,0.0
AFG,ATG,0.0
AFG,AUS,0.0025609038662891648
AFG,AUT,0.0011169186507527208
AFG,AZE,0.0
AFG,BDI,0.0
AFG,BEL,0.0009086017061712932
AFG,BEN,0.0
AFG,BFA,0.0
AFG,BGD,0.0
AFG,BGR,0.011594163676786404
AFG,BHR,0.008448964493354801
AFG,BHS,0.0
AFG,BIH,0.0
AFG,BLR,0.02256359772222256
AFG,BLZ,0.0
AFG,BMU,0.0
AFG,BOL,0.028552731847213388
AFG,BRA,0.011207140081659756
AFG,BRB,0.0
AFG,BRN,0.0
AFG,BTN,0.0
AFG,BWA,0.0
AFG,CAF,0.0
AFG,CAN,0.004213920306269606
AFG,CHE,0.0020652449837761902
AFG,CHI,0.0
AFG,CHL,0.010415262492745613
AFG,CHN,0.015186630560050542
AFG,CIV,0.0
AFG,CMR,0.0
AFG,COD,0.0
AFG,COG,0.0
AFG,COL,0.018541720970039408
AFG,COM,0.0
AFG,CPV,0.0
AFG,CRI,0.011765478809528874
AFG,CUB,0.0
AFG,CUW,0.0
AFG,CYM,0.0
AFG,CYP,0.007276165311415683
AFG,CZE,0.009124187731166442
AFG,DEU,0.0026191769785327643
AFG,DJI,0.0
AFG,DMA,0.0
AFG,DNK,0.003854592599513599
AFG,DOM,0.01829158714767582
AFG,DZA,0.0
AFG,ECU,0.01891978870707094
AFG,EGY,0.028570343440674318
AFG,ERI,0.0
AFG,ESP,0.0
AFG,EST,0.0033511319873750427
AFG,ETH,0.0
AFG,FIN,0.003617785679611349
AFG,FJI,0.0
AFG,FRA,0.0049240640920470815
AFG,FSM,0.0
AFG,GAB,0.0
AFG,GBR,0.005028303881713515
AFG,GEO,0.0
AFG,GHA,0.0
AFG,GIN,0.0
AFG,GMB,0.0
AFG,GNB,0.0
AFG,GNQ,0.0
AFG,GRC,0.00045550185318724473
AFG,GRD,0.0
AFG,GRL,0.0
AFG,GTM,0.0
AFG,GUM,0.0
AFG,GUY,0.0
AFG,HKG,0.0
AFG,HND,0.0
AFG,HRV,0.0
AFG,HTI,0.0
AFG,HUN,0.0069570893729815125
AFG,IDN,0.0
AFG,IMN,0.0
AFG,IND,0.045307251862343655
AFG,IRL,0.0035528248065031585
AFG,IRN,0.023861252825588476
AFG,IRQ,0.02035642063643981
AFG,ISL,0.0016083223341109675
AFG,ISR,0.004968307414989149
AFG,ITA,0.002841328586000837
AFG,JAM,0.0
AFG,JOR,0.02274181518058531
AFG,JPN,0.0
AFG,KAZ,0.0
AFG,KEN,0.0455493658729303
AFG,KGZ,0.0
AFG,KHM,0.0
AFG,KIR,0.0
AFG,KNA,0.0
AFG,KOR,0.0
AFG,KWT,0.006513059209950818
AFG,LAO,0.0
AFG,LBN,0.0
AFG,LBR,0.0
AFG,LBY,0.01621763513802593
AFG,LCA,0.0
AFG,LIE,0.0
AFG,LKA,0.0
AFG,LSO,0.0
AFG,LTU,0.008832971774004687
AFG,LUX,0.0
AFG,LVA,0.010737241588152497
AFG,MAC,0.0
AFG,MAF,0.0
AFG,MAR,0.0
AFG,MCO,0.0
AFG,MDA,0.037464117612690195
AFG,MDG,0.0
AFG,MDV,0.0
AFG,MEX,0.015792764240693567
AFG,MHL,0.0
AFG,MKD,0.0
AFG,MLI,0.0
AFG,MLT,0.007220996964279354
AFG,MMR,0.0
AFG,MNE,0.0
AFG,MNG,0.0
AFG,MNP,0.0
AFG,MOZ,0.0
AFG,MRT,0.0573445819951896
AFG,MUS,0.0
AFG,MWI,0.0
AFG,MYS,0.0
AFG,NAM,0.0
AFG,NCL,0.0
AFG,NER,0.0
AFG,NGA,0.0
AFG,NIC,0.019580078942316385
AFG,NLD,0.004866720861966006
AFG,NOR,0.0030507810397908904
AFG,NPL,0.0
AFG,NZL,0.0043981760450886535
AFG,OMN,0.0
AFG,PAK,0.07721245609023636
AFG,PAN,0.010173233094733614
AFG,PER,0.018604662695389542
AFG,PHL,0.033432069515467455
AFG,PLW,0.0
AFG,PNG,0.0
AFG,POL,0.012194737356902276
AFG,PRI,0.0
AFG,PRK,0.0
AFG,PRT,0.008477126043227354
AFG,PRY,0.0
AFG,PSE,0.0
AFG,PYF,0.0
AFG,QAT,0.005811970950592845
AFG,ROU,0.014477678178491469
AFG,RUS,0.014000362600788647
AFG,RWA,0.0
AFG,SAU,0.013217861474034474
AFG,SDN,0.0
AFG,SEN,0.0
AFG,SGP,0.0
AFG,SLB,0.0
AFG,SLE,0.0
AFG,SLV,0.0
AFG,SMR,0.0
AFG,SOM,0.0
AFG,SRB,0.0
AFG,SSD,0.0
AFG,STP,0.0
AFG,SUR,0.0
AFG,SVK,0.00784492981572746
AFG,SVN,0.004406483224558647
AFG,SWE,0.0034669362970428295
AFG,SXM,0.0
AFG,SYC,0.0
AFG,SYR,0.0
AFG,TCA,0.0
AFG,TCD,0.0
AFG,TGO,0.0
AFG,THA,0.020158491887149063
AFG,TJK,0.07024295109281348
AFG,TKM,0.0
AFG,TLS,0.0
AFG,TON,0.0
AFG,TTO,0.0
AFG,TUN,0.0
AFG,TUR,0.0062420227936959664
AFG,TUV,0.0
AFG,TZA,0.0
AFG,UGA,0.0
AFG,UKR,0.019041809803327845
AFG,URY,0.0
AFG,USA,0.0030720786913256692
AFG,UZB,0.053498018149931575
AFG,VCT,0.0
AFG,VEN,0.0
AFG,VIR,0.0
AFG,VNM,0.0
AFG,VUT,0.025552491492777465
AFG,WSM,0.0
AFG,XKX,0.0
AFG,YEM,0.0
AFG,ZAF,0.006170699043335801
AFG,ZMB,0.0
AFG,ZWE,0.0
AGO,ABW,0.0
AGO,AFG,0.0
AGO,AGO,0.0
AGO,ALB,0.0
AGO,AND,0.0
AGO,ARE,0.0
AGO,ARG,0.0009044903812644223
AGO,ARM,0.0
AGO,ASM,0.0
AGO,ATG,0.0
AGO,AUS,0.00034861202631644326
AGO,AUT,0.00033533446010923566
AGO,AZE,0.0
AGO,BDI,0.0
AGO,BEL,0.00025445503895860826
AGO,BEN,0.0
AGO,BFA,0.0
AGO,BGD,0.0
AGO,BGR,0.0008224465303497329
AGO,BHR,0.0
AGO,BHS,0.0
AGO,BIH,0.0
AGO,BLR,0.0
AGO,BLZ,0.0
AGO,BMU,0.0
AGO,BOL,0.0011490149909083344
AGO,BRA,0.0009470432413964395
AGO,BRB,0.0
AGO,BRN,0.0
AGO,BTN,0.0
AGO,BWA,0.0012187881662985638
AGO,CAF,0.001680248920881014
AGO,CAN,0.00040748978692473265
AGO,CHE,0.0002565705741348784
AGO,CHI,0.0
AGO,CHL,0.0008903193275679582
AGO,CHN,0.0012421524042894466
AGO,CIV,0.0
AGO,CMR,7.26070833654021e-6
AGO,COD,0.001238379501528419
AGO,COG,0.0012280718412555423
AGO,COL,0.0014067526630431066
AGO,COM,0.0
AGO,CPV,0.0016314818018053113
AGO,CRI,0.0010244639061671073
AGO,CUB,0.0
AGO,CUW,0.0
AGO,CYM,0.0
AGO,CYP,0.0
AGO,CZE,0.000761771054992229
AGO,DEU,0.0
AGO,DJI,0.0
AGO,DMA,0.0
AGO,DNK,0.00034648643768342815
AGO,DOM,0.0014227124706872969
AGO,DZA,0.0
AGO,ECU,0.0014778078263975262
AGO,EGY,0.0018382153805207688
AGO,ERI,0.0
AGO,ESP,0.0006672233263795569
AGO,EST,0.00045690813978441864
AGO,ETH,0.0
AGO,FIN,0.00040851566026150045
AGO,FJI,0.0
AGO,FRA,0.0003860628028625469
AGO,FSM,0.0
AGO,GAB,0.001435467231542503
AGO,GBR,0.00023664635855383476
AGO,GEO,0.0
AGO,GHA,0.0
AGO,GIN,0.0
AGO,GMB,0.0
AGO,GNB,0.0
AGO,GNQ,0.0
AGO,GRC,0.0
AGO,GRD,0.0
AGO,GRL,0.0
AGO,GTM,0.0
AGO,GUM,0.0
AGO,GUY,0.0
AGO,HKG,0.0
AGO,HND,0.0
AGO,HRV,0.0
AGO,HTI,0.0
AGO,HUN,0.000998163660819188
AGO,IDN,0.0
AGO,IMN,0.0
AGO,IND,0.0
AGO,IRL,0.000294164391904118
AGO,IRN,0.0
AGO,IRQ,0.0
AGO,ISL,0.0003096738807320654
AGO,ISR,0.0
AGO,ITA,0.0005422414863551165
AGO,JAM,0.0
AGO,JOR,0.0
AGO,JPN,0.0
AGO,KAZ,0.0
AGO,KEN,0.0016802489208810134
AGO,KGZ,0.0
AGO,KHM,0.0
AGO,KIR,0.0
AGO,KNA,0.0
AGO,KOR,0.0
AGO,KWT,0.0
AGO,LAO,0.0
AGO,LBN,0.0
AGO,LBR,0.0
AGO,LBY,0.0
AGO,LCA,0.0
AGO,LIE,0.0
AGO,LKA,0.0
AGO,LSO,0.0016802489208810139
AGO,LTU,0.0
AGO,LUX,0.00021853707462101164
AGO,LVA,0.0
AGO,MAC,0.0
AGO,MAF,0.0
AGO,MAR,0.0
AGO,MCO,0.0
AGO,MDA,0.0
AGO,MDG,0.0
AGO,MDV,0.0
AGO,MEX,0.002155613976934231
AGO,MHL,0.0
AGO,MKD,0.0
AGO,MLI,0.0002320785802321842
AGO,MLT,0.0006133751982099688
AGO,MMR,0.0
AGO,MNE,0.0
AGO,MNG,0.0
AGO,MNP,0.0
AGO,MOZ,0.0
AGO,MRT,0.0
AGO,MUS,0.0
AGO,MWI,0.0
AGO,MYS,0.0
AGO,NAM,0.0008233031273367249
AGO,NCL,0.0
AGO,NER,0.0
AGO,NGA,0.0
AGO,NIC,0.0016802489208810143
AGO,NLD,2.627920747219699e-5
AGO,NOR,0.0002477894500164187
AGO,NPL,0.0
AGO,NZL,0.0
AGO,OMN,0.0
AGO,PAK,0.0
AGO,PAN,0.0008844641990738654
AGO,PER,0.0014522104489636419
AGO,PHL,0.0017486265215207895
AGO,PLW,0.0
AGO,PNG,0.0
AGO,POL,0.0009944108429070727
AGO,PRI,0.0
AGO,PRK,0.0
AGO,PRT,0.0007242205310590502
AGO,PRY,0.0
AGO,PSE,0.0
AGO,PYF,0.0
AGO,QAT,0.0
AGO,ROU,0.0011564791263720328
AGO,RUS,0.001119338215883472
AGO,RWA,0.0
AGO,SAU,0.0
AGO,SDN,0.0
AGO,SEN,0.0
AGO,SGP,0.0
AGO,SLB,0.0
AGO,SLE,0.0
AGO,SLV,0.0017610385728420326
AGO,SMR,0.0
AGO,SOM,0.0
AGO,SRB,0.0
AGO,SSD,0.0
AGO,STP,0.0
AGO,SUR,0.0
AGO,SVK,0.000582347696711812
AGO,SVN,0.0002984492270022613
AGO,SWE,0.00035918044479905627
AGO,SXM,0.0
AGO,SYC,0.0009203627595486307
AGO,SYR,0.0
AGO,TCA,0.0
AGO,TCD,0.0
AGO,TGO,0.0
AGO,THA,0.0
AGO,TJK,0.0
AGO,TKM,0.0
AGO,TLS,0.0
AGO,TON,0.0
AGO,TTO,0.0
AGO,TUN,0.0
AGO,TUR,0.0011883729933961152
AGO,TUV,0.0
AGO,TZA,0.0016802489208810137
AGO,UGA,0.0
AGO,UKR,0.0017601279743590177
AGO,URY,0.0008350507581852124
AGO,USA,0.0001540652568025908
AGO,UZB,0.0
AGO,VCT,0.0
AGO,VEN,0.0
AGO,VIR,0.0
AGO,VNM,0.001680248920881014
AGO,VUT,0.0
AGO,WSM,0.0
AGO,XKX,0.0
AGO,YEM,0.0
AGO,ZAF,0.0008816002514193494
AGO,ZMB,0.0016802489208810139
AGO,ZWE,0.0
ALB,ABW,0.0
ALB,AFG,0.0
ALB,AGO,0.0
ALB,ALB,0.0
ALB,AND,0.0
ALB,ARE,0.0
ALB,ARG,0.10718691678386759
ALB,ARM,0.0
ALB,ASM,0.0
ALB,ATG,0.0
ALB,AUS,0.03310166444243143
ALB,AUT,0.03782485446674992
ALB,AZE,0.0
ALB,BDI,0.0
ALB,BEL,0.026783532140884025
ALB,BEN,0.0
ALB,BFA,0.0
ALB,BGD,0.0
ALB,BGR,0.11280137723336184
ALB,BHR,0.0
ALB,BHS,0.0
ALB,BIH,0.19656141392722815
ALB,BLR,0.0
ALB,BLZ,0.0
ALB,BMU,0.0
ALB,BOL,0.0
ALB,BRA,0.0
ALB,BRB,0.0
ALB,BRN,0.0
ALB,BTN,0.0
ALB,BWA,0.0
ALB,CAF,0.0
ALB,CAN,0.03674087474565679
ALB,CHE,0.020450203659150176
ALB,CHI,0.0
ALB,CHL,0.10441656559923038
ALB,CHN,0.0
ALB,CIV,0.0
ALB,CMR,0.0
ALB,COD,0.0
ALB,COG,0.0
ALB,COL,0.1659146928587945
ALB,COM,0.0
ALB,CPV,0.0
ALB,CRI,0.12236095360555652
ALB,CUB,0.0
ALB,CUW,0.0
ALB,CYM,0.0
ALB,CYP,0.0726950893782273
ALB,CZE,0.08741744149907585
ALB,DEU,0.044523412111399846
ALB,DJI,0.0
ALB,DMA,0.0
ALB,DNK,0.03021411007054963
ALB,DOM,0.16895054769049714
ALB,DZA,0.0
ALB,ECU,0.17695450402494795
ALB,EGY,0.20934160730132553
ALB,ERI,0.0
ALB,ESP,0.05468076105683657
ALB,EST,0.02205263606390981
ALB,ETH,0.0
ALB,FIN,0.025602166198706283
ALB,FJI,0.0
ALB,FRA,0.04965325591249237
ALB,FSM,0.0
ALB,GAB,0.0
ALB,GBR,0.034231051244861345
ALB,GEO,0.0
ALB,GHA,0.0
ALB,GIN,0.0
ALB,GMB,0.0
ALB,GNB,0.0
ALB,GNQ,0.0
ALB,GRC,0.12240060695653564
ALB,GRD,0.0
ALB,GRL,0.0
ALB,GTM,0.0
ALB,GUM,0.0
ALB,GUY,0.0
ALB,HKG,0.0
ALB,HND,0.0
ALB,HRV,0.0
ALB,HTI,0.0
ALB,HUN,0.08520479710982432
ALB,IDN,0.0
ALB,IMN,0.0
ALB,IND,0.0
ALB,IRL,0.03240839910034655
ALB,IRN,0.0
ALB,IRQ,0.0
ALB,ISL,0.021250416783808207
ALB,ISR,0.0
ALB,ITA,0.061129088772839645
ALB,JAM,0.0
ALB,JOR,0.20934160730132553
ALB,JPN,0.0
ALB,KAZ,0.0
ALB,KEN,0.20934160730132553
ALB,KGZ,0.0
ALB,KHM,0.0
ALB,KIR,0.0
ALB,KNA,0.0
ALB,KOR,0.0
ALB,KWT,0.0
ALB,LAO,0.0
ALB,LBN,0.0
ALB,LBR,0.0
ALB,LBY,0.15193892792000321
ALB,LCA,0.0
ALB,LIE,0.0
ALB,LKA,0.0
ALB,LSO,0.0
ALB,LTU,0.10074233466001459
ALB,LUX,0.02340238765210942
ALB,LVA,0.0
ALB,MAC,0.0
ALB,MAF,0.0
ALB,MAR,0.0
ALB,MCO,0.0
ALB,MDA,0.0
ALB,MDG,0.0
ALB,MDV,0.0
ALB,MEX,0.970616702035309
ALB,MHL,0.0
ALB,MKD,0.07336804555689407
ALB,MLI,0.0
ALB,MLT,0.0700917689969727
ALB,MMR,0.0
ALB,MNE,0.16367072935384988
ALB,MNG,0.0
ALB,MNP,0.0
ALB,MOZ,0.0
ALB,MRT,0.0
ALB,MUS,0.0
ALB,MWI,0.0
ALB,MYS,0.0
ALB,NAM,0.0
ALB,NCL,0.0
ALB,NER,0.0
ALB,NGA,0.0
ALB,NIC,0.2093416073013255
ALB,NLD,0.029034770374516874
ALB,NOR,0.018690293502793973
ALB,NPL,0.0
ALB,NZL,0.0
ALB,OMN,0.0
ALB,PAK,0.0
ALB,PAN,0.10440754422306942
ALB,PER,0.17275886385314296
ALB,PHL,0.20758243413072608
ALB,PLW,0.0
ALB,PNG,0.0
ALB,POL,0.11528899061295407
ALB,PRI,0.0
ALB,PRK,0.0
ALB,PRT,0.08372592556181399
ALB,PRY,0.0
ALB,PSE,0.0
ALB,PYF,0.0
ALB,QAT,0.0
ALB,ROU,0.13500389856925432
ALB,RUS,0.13184303586364732
ALB,RWA,0.0
ALB,SAU,0.0
ALB,SDN,0.0
ALB,SEN,0.0
ALB,SGP,0.0
ALB,SLB,0.0
ALB,SLE,0.0
ALB,SLV,0.0
ALB,SMR,0.04145238390101163
ALB,SOM,0.0
ALB,SRB,0.18625603954213793
ALB,SSD,0.0
ALB,STP,0.0
ALB,SUR,0.0
ALB,SVK,0.059937210962004654
ALB,SVN,0.1380813873560817
ALB,SWE,0.028593038832278685
ALB,SXM,0.0
ALB,SYC,0.0
ALB,SYR,0.0
ALB,TCA,0.0
ALB,TCD,0.0
ALB,TGO,0.0
ALB,THA,0.0
ALB,TJK,0.0
ALB,TKM,0.0
ALB,TLS,0.0
ALB,TON,0.0
ALB,TTO,0.0
ALB,TUN,0.0
ALB,TUR,0.13824647468184253
ALB,TUV,0.0
ALB,TZA,0.0
ALB,UGA,0.0
ALB,UKR,0.20934160730132545
ALB,URY,0.0
ALB,USA,0.03413946553509699
ALB,UZB,0.0
ALB,VCT,0.0
ALB,VEN,0.0
ALB,VIR,0.0
ALB,VNM,0.20934160730132545
ALB,VUT,0.0
ALB,WSM,0.0
ALB,XKX,0.0
ALB,YEM,0.0
ALB,ZAF,0.055809696863320934
ALB,ZMB,0.0
ALB,ZWE,0.0
AND,ABW,0.0
AND,AFG,0.0
AND,AGO,0.0
AND,ALB,0.0
AND,AND,0.0
AND,ARE,0.0
AND,ARG,0.0
AND,ARM,0.0
AND,ASM,0.0
AND,ATG,0.0
AND,AUS,0.0
AND,AUT,0.0
AND,AZE,0.0
AND,BDI,0.0
AND,BEL,0.0
AND,BEN,0.0
AND,BFA,0.0
AND,BGD,0.0
AND,BGR,0.0
AND,BHR,0.0
AND,BHS,0.0
AND,BIH,0.0
AND,BLR,0.0
AND,BLZ,0.0
AND,BMU,0.0
AND,BOL,0.0
AND,BRA,0.0
AND,BRB,0.0
AND,BRN,0.0
AND,BTN,0.0
AND,BWA,0.0
AND,CAF,0.0
AND,CAN,0.0
AND,CHE,0.0
AND,CHI,0.0
AND,CHL,0.0
AND,CHN,0.0
AND,CIV,0.0
AND,CMR,0.0
AND,COD,0.0
AND,COG,0.0
AND,COL,0.0
AND,COM,0.0
AND,CPV,0.0
AND,CRI,0.0
AND,CUB,0.0
AND,CUW,0.0
AND,CYM,0.0
AND,CYP,0.0
AND,CZE,0.0
AND,DEU,0.0
AND,DJI,0.0
AND,DMA,0.0
AND,DNK,0.0
AND,DOM,0.0
AND,DZA,0.0
AND,ECU,0.0
AND,EGY,0.0
AND,ERI,0.0
AND,ESP,0.0
AND,EST,0.0
AND,ETH,0.0
AND,FIN,0.0
AND,FJI,0.0
AND,FRA,0.0
AND,FSM,0.0
AND,GAB,0.0
AND,GBR,0.0
AND,GEO,0.0
AND,GHA,0.0
AND,GIN,0.0
AND,GMB,0.0
AND,GNB,0.0
AND,GNQ,0.0
AND,GRC,0.0
AND,GRD,0.0
AND,GRL,0.0
AND,GTM,0.0
AND,GUM,0.0
AND,GUY,0.0
AND,HKG,0.0
AND,HND,0.0
AND,HRV,0.0
AND,HTI,0.0
AND,HUN,0.0
AND,IDN,0.0
AND,IMN,0.0
AND,IND,0.0
AND,IRL,0.0
AND,IRN,0.0
AND,IRQ,0.0
AND,ISL,0.0
AND,ISR,0.0
AND,ITA,0.0
AND,JAM,0.0
AND,JOR,0.0
AND,JPN,0.0
AND,KAZ,0.0
AND,KEN,0.0
AND,KGZ,0.0
AND,KHM,0.0
AND,KIR,0.0
AND,KNA,0.0
AND,KOR,0.0
AND,KWT,0.0
AND,LAO,0.0
AND,LBN,0.0
AND,LBR,0.0
AND,LBY,0.0
AND,LCA,0.0
AND,LIE,0.0
AND,LKA,0.0
AND,LSO,0.0
AND,LTU,0.0
AND,LUX,0.0
AND,LVA,0.0
AND,MAC,0.0
AND,MAF,0.0
AND,MAR,0.0
AND,MCO,0.0
AND,MDA,0.0
AND,MDG,0.0
AND,MDV,0.0
AND,MEX,0.0
AND,MHL,0.0
AND,MKD,0.0
AND,MLI,0.0
AND,MLT,0.0
AND,MMR,0.0
AND,MNE,0.0
AND,MNG,0.0
AND,MNP,0.0
AND,MOZ,0.0
AND,MRT,0.0
AND,MUS,0.0
AND,MWI,0.0
AND,MYS,0.0
AND,NAM,0.0
AND,NCL,0.0
AND,NER,0.0
AND,NGA,0.0
AND,NIC,0.0
AND,NLD,0.0
AND,NOR,0.0
AND,NPL,0.0
AND,NZL,0.0
AND,OMN,0.0
AND,PAK,0.0
AND,PAN,0.0
AND,PER,0.0
AND,PHL,0.0
AND,PLW,0.0
AND,PNG,0.0
AND,POL,0.0
AND,PRI,0.0
AND,PRK,0.0
AND,PRT,0.0
AND,PRY,0.0
AND,PSE,0.0
AND,PYF,0.0
AND,QAT,0.0
AND,ROU,0.0
AND,RUS,0.0
AND,RWA,0.0
AND,SAU,0.0
AND,SDN,0.0
AND,SEN,0.0
AND,SGP,0.0
AND,SLB,0.0
AND,SLE,0.0
AND,SLV,0.0
AND,SMR,0.0
AND,SOM,0.0
AND,SRB,0.0
AND,SSD,0.0
AND,STP,0.0
AND,SUR,0.0
AND,SVK,0.0
AND,SVN,0.0
AND,SWE,0.0
AND,SXM,0.0
AND,SYC,0.0
AND,SYR,0.0
AND,TCA,0.0
AND,TCD,0.0
AND,TGO,0.0
AND,THA,0.0
AND,TJK,0.0
AND,TKM,0.0
AND,TLS,0.0
AND,TON,0.0
AND,TTO,0.0
AND,TUN,0.0
AND,TUR,0.0
AND,TUV,0.0
AND,TZA,0.0
AND,UGA,0.0
AND,UKR,0.0
AND,URY,0.0
AND,USA,0.0
AND,UZB,0.0
AND,VCT,0.0
AND,VEN,0.0
AND,VIR,0.0
AND,VNM,0.0
AND,VUT,0.0
AND,WSM,0.0
AND,XKX,0.0
AND,YEM,0.0
AND,ZAF,0.0
AND,ZMB,0.0
AND,ZWE,0.0
ARE,ABW,0.0
ARE,AFG,0.0
ARE,AGO,0.0
ARE,ALB,0.0
ARE,AND,0.0
ARE,ARE,0.0
ARE,ARG,0.0
ARE,ARM,0.0
ARE,ASM,0.0
ARE,ATG,0.0
ARE,AUS,0.0
ARE,AUT,0.0
ARE,AZE,0.0
ARE,BDI,0.0
ARE,BEL,0.0
ARE,BEN,0.0
ARE,BFA,0.0
ARE,BGD,0.0
ARE,BGR,0.0
ARE,BHR,0.0
ARE,BHS,0.0
ARE,BIH,0.0
ARE,BLR,0.0
ARE,BLZ,0.0
ARE,BMU,0.0
ARE,BOL,0.0
ARE,BRA,0.0
ARE,BRB,0.0
ARE,BRN,0.0
ARE,BTN,0.0
ARE,BWA,0.0
ARE,CAF,0.0
ARE,CAN,0.0
ARE,CHE,0.0
ARE,CHI,0.0
ARE,CHL,0.0
ARE,CHN,0.0
ARE,CIV,0.0
ARE,CMR,0.0
